,date,date_year,date_month,date_day,Name,open,high,low,close,volume,score,cont_len,cont_pol,sent_neg,sent_neu,sent_pos
28,2013-02-19,2013,2,19,ACN,74.28,75.46,73.83,1,2787513,1,70,0.18,0,0,1
29,2013-02-19,2013,2,19,AMZN,265.91,270.11,264.5,0,2853752,1,70,0.18,0,0,1
30,2013-02-20,2013,2,20,A,42.84,42.85,42.225,1,3873183,1,272,-0.76,1,0,0
31,2013-02-20,2013,2,20,AAPL,65.3842,65.3842,64.1142,0,118891367,1,272,-0.76,1,0,0
32,2013-02-20,2013,2,20,ABT,34.7,34.87,34.51,1,7814093,1,272,-0.76,1,0,0
33,2013-02-20,2013,2,20,ACN,75.4,75.97,75.0,1,2641312,1,272,-0.76,1,0,0
34,2013-02-20,2013,2,20,AMZN,270.2,274.3,266.371,0,3528862,1,272,-0.76,1,0,0
35,2013-02-21,2013,2,21,A,42.14,42.14,41.47,1,3415149,0,427,-0.11,1,0,0
36,2013-02-21,2013,2,21,AAPL,63.7142,64.1671,63.2599,0,111596821,0,427,-0.11,1,0,0
37,2013-02-21,2013,2,21,ABT,34.47,34.49,34.135,1,6572998,0,427,-0.11,1,0,0
38,2013-02-21,2013,2,21,ACN,74.69,74.75,73.45,1,2647515,0,427,-0.11,1,0,0
39,2013-02-21,2013,2,21,AMZN,265.12,269.48,263.25,0,3637396,0,427,-0.11,1,0,0
40,2013-02-22,2013,2,22,A,41.83,42.07,41.58,1,3354862,1,731,0.99,0,0,1
41,2013-02-22,2013,2,22,AAPL,64.1785,64.5142,63.7999,0,82583823,1,731,0.99,0,0,1
42,2013-02-22,2013,2,22,ABT,34.18,34.55,34.01,1,7902855,1,731,0.99,0,0,1
43,2013-02-22,2013,2,22,ACN,74.15,74.8,73.95,1,1930654,1,731,0.99,0,0,1
44,2013-02-22,2013,2,22,AMZN,266.62,267.11,261.61,0,3123402,1,731,0.99,0,0,1
45,2013-02-25,2013,2,25,A,42.09,42.22,41.29,1,3622460,1,1783,0.98,0,0,1
46,2013-02-25,2013,2,25,AAPL,64.8356,65.0171,63.2242,0,92899597,1,1783,0.98,0,0,1
47,2013-02-25,2013,2,25,ABT,34.6,34.84,34.25,1,8704574,1,1783,0.98,0,0,1
48,2013-02-25,2013,2,25,ACN,75.17,75.52,73.91,1,2836095,1,1783,0.98,0,0,1
49,2013-02-25,2013,2,25,AMZN,266.94,268.694,259.65,0,3032109,1,1783,0.98,0,0,1
50,2013-02-26,2013,2,26,A,40.62,41.29,40.19,1,6185811,1,1498,0.99,0,0,1
51,2013-02-26,2013,2,26,AAPL,63.4028,64.5056,62.5228,0,125096657,1,1498,0.99,0,0,1
52,2013-02-26,2013,2,26,ABT,34.37,34.44,33.94,1,7393201,1,1498,0.99,0,0,1
53,2013-02-26,2013,2,26,ACN,74.32,74.68,73.55,1,1970561,1,1498,0.99,0,0,1
54,2013-02-26,2013,2,26,AMZN,260.89,262.04,255.73,0,3348011,1,1498,0.99,0,0,1
55,2013-02-28,2013,2,28,A,41.78,42.06,41.45,1,3464202,1,684,0.98,0,0,1
56,2013-02-28,2013,2,28,AAPL,63.4357,63.9814,63.0571,0,80532382,1,684,0.98,0,0,1
57,2013-02-28,2013,2,28,ABT,34.31,34.36,33.79,1,16558242,1,684,0.98,0,0,1
58,2013-02-28,2013,2,28,ACN,74.52,75.14,74.27,1,2366121,1,684,0.98,0,0,1
59,2013-02-28,2013,2,28,AMZN,261.81,267.0,260.63,0,2667199,1,684,0.98,0,0,1
60,2013-03-01,2013,3,1,A,41.18,41.98,40.73,1,3089323,0,423,-0.31,1,0,0
61,2013-03-01,2013,3,1,AAPL,62.5714,62.5971,61.4257,0,137899041,0,423,-0.31,1,0,0
62,2013-03-01,2013,3,1,ABT,33.69,33.91,33.55,1,14602200,0,423,-0.31,1,0,0
63,2013-03-01,2013,3,1,ACN,74.13,74.95,73.62,1,1678154,0,423,-0.31,1,0,0
64,2013-03-01,2013,3,1,AMZN,263.27,266.6,261.04,0,2956724,0,423,-0.31,1,0,0
65,2013-03-04,2013,3,4,A,41.75,42.18,41.52,1,2435306,1,200,0.66,0,0,1
66,2013-03-04,2013,3,4,AAPL,61.1142,61.1714,59.8571,0,145406366,1,200,0.66,0,0,1
67,2013-03-04,2013,3,4,ABT,33.51,34.33,33.4,1,6613663,1,200,0.66,0,0,1
68,2013-03-04,2013,3,4,ACN,74.53,75.28,74.25,1,1825682,1,200,0.66,0,0,1
69,2013-03-04,2013,3,4,AMZN,265.36,273.3,264.14,0,3452783,1,200,0.66,0,0,1
70,2013-03-05,2013,3,5,A,42.35,43.19,42.34,1,3289188,1,1110,0.81,0,0,1
71,2013-03-05,2013,3,5,AAPL,60.2114,62.1699,60.1071,0,159298020,1,1110,0.81,0,0,1
72,2013-03-05,2013,3,5,ABT,34.38,34.7,34.37,1,7653803,1,1110,0.81,0,0,1
73,2013-03-05,2013,3,5,ACN,75.56,77.0,75.5,1,2523071,1,1110,0.81,0,0,1
74,2013-03-05,2013,3,5,AMZN,274.0,276.68,269.99,0,3685983,1,1110,0.81,0,0,1
75,2013-03-06,2013,3,6,A,43.0,43.52,42.9,1,2996908,-2,58,0.34,0,0,1
76,2013-03-06,2013,3,6,AAPL,62.0728,62.1785,60.6328,0,114903180,-2,58,0.34,0,0,1
77,2013-03-06,2013,3,6,ABT,34.67,34.7,34.15,1,6412073,-2,58,0.34,0,0,1
78,2013-03-06,2013,3,6,ACN,77.03,77.6,76.92,1,2000048,-2,58,0.34,0,0,1
79,2013-03-06,2013,3,6,AMZN,275.76,276.48900000000003,271.832,0,2050452,-2,58,0.34,0,0,1
80,2013-03-07,2013,3,7,A,43.3,43.48,42.81,1,2414186,1,439,-0.6,1,0,0
81,2013-03-07,2013,3,7,AAPL,60.6428,61.7157,60.1514,0,116992841,1,439,-0.6,1,0,0
82,2013-03-07,2013,3,7,ABT,34.3,34.54,34.16,1,5666019,1,439,-0.6,1,0,0
83,2013-03-07,2013,3,7,ACN,77.29,77.835,76.87,1,2565710,1,439,-0.6,1,0,0
84,2013-03-07,2013,3,7,AMZN,274.1,274.8,271.85,0,1938987,1,439,-0.6,1,0,0
85,2013-03-08,2013,3,8,A,43.5,43.52,43.02,1,3256301,1,396,0.73,0,0,1
86,2013-03-08,2013,3,8,AAPL,61.3999,62.2042,61.2299,0,97854442,1,396,0.73,0,0,1
87,2013-03-08,2013,3,8,ABT,34.5,34.68,34.35,1,5152097,1,396,0.73,0,0,1
88,2013-03-08,2013,3,8,ACN,77.98,78.46,77.39,1,1878456,1,396,0.73,0,0,1
89,2013-03-08,2013,3,8,AMZN,275.0,275.44,271.5,0,1879762,1,396,0.73,0,0,1
90,2013-03-11,2013,3,11,A,42.99,43.01,41.73,1,5472837,1,362,0.83,0,0,1
91,2013-03-11,2013,3,11,AAPL,61.3928,62.7157,60.7342,0,118272126,1,362,0.83,0,0,1
92,2013-03-11,2013,3,11,ABT,34.59,34.95,34.515,1,4903332,1,362,0.83,0,0,1
93,2013-03-11,2013,3,11,ACN,78.38,78.43,77.63,1,1752106,1,362,0.83,0,0,1
94,2013-03-11,2013,3,11,AMZN,273.43,273.99,270.4,0,1904465,1,362,0.83,0,0,1
95,2013-03-12,2013,3,12,A,42.8,43.0,42.59,1,3767613,1,36,0.42,0,0,1
96,2013-03-12,2013,3,12,AAPL,62.2285,62.6971,61.0814,0,116268341,1,36,0.42,0,0,1
97,2013-03-12,2013,3,12,ABT,34.83,35.0,34.8,1,4979949,1,36,0.42,0,0,1
98,2013-03-12,2013,3,12,ACN,78.26,78.4,77.63,1,1645569,1,36,0.42,0,0,1
99,2013-03-12,2013,3,12,AMZN,271.0,277.4,270.3601,0,3245906,1,36,0.42,0,0,1
100,2013-03-13,2013,3,13,A,42.56,43.05,42.4,1,2241086,-2,192,0.3,0,0,1
101,2013-03-13,2013,3,13,AAPL,61.2071,62.0714,60.7657,0,101369051,-2,192,0.3,0,0,1
102,2013-03-13,2013,3,13,ABT,34.89,35.03,34.71,1,4442357,-2,192,0.3,0,0,1
103,2013-03-13,2013,3,13,ACN,78.0,78.12,77.465,1,1789769,-2,192,0.3,0,0,1
104,2013-03-13,2013,3,13,AMZN,275.24,276.5,272.64,0,1884115,-2,192,0.3,0,0,1
105,2013-03-14,2013,3,14,A,43.03,43.38,43.0,1,2840603,1,1670,0.98,0,0,1
106,2013-03-14,2013,3,14,AAPL,61.8328,62.0914,61.4928,0,75834906,1,1670,0.98,0,0,1
107,2013-03-14,2013,3,14,ABT,35.03,35.14,34.93,1,6813007,1,1670,0.98,0,0,1
108,2013-03-14,2013,3,14,ACN,78.08,78.37,77.865,1,1959257,1,1670,0.98,0,0,1
109,2013-03-14,2013,3,14,AMZN,269.67,270.0,263.53,0,5226150,1,1670,0.98,0,0,1
110,2013-03-15,2013,3,15,A,43.1,43.22,42.88,1,2579690,1,103,0.76,0,0,1
111,2013-03-15,2013,3,15,AAPL,62.5614,63.4614,62.4642,0,160710606,1,103,0.76,0,0,1
112,2013-03-15,2013,3,15,ABT,34.92,35.09,34.13,1,13707177,1,103,0.76,0,0,1
113,2013-03-15,2013,3,15,ACN,77.88,78.17,76.52,1,6131312,1,103,0.76,0,0,1
114,2013-03-15,2013,3,15,AMZN,264.98,267.26,260.05,0,4865572,1,103,0.76,0,0,1
115,2013-03-18,2013,3,18,A,42.46,42.7,42.18,1,1847766,0,40,-0.42,1,0,0
116,2013-03-18,2013,3,18,AAPL,63.0642,65.3514,63.0285,0,150441144,0,40,-0.42,1,0,0
117,2013-03-18,2013,3,18,ABT,33.94,34.01,33.44,1,8840151,0,40,-0.42,1,0,0
118,2013-03-18,2013,3,18,ACN,75.87,77.27,75.86,1,2578496,0,40,-0.42,1,0,0
119,2013-03-18,2013,3,18,AMZN,259.3,261.49,257.12,0,2719833,0,40,-0.42,1,0,0
120,2013-03-19,2013,3,19,A,42.68,42.82,41.59,1,6246443,1,30,0.1,0,0,1
121,2013-03-19,2013,3,19,AAPL,65.6428,65.8528,64.0714,0,131531708,1,30,0.1,0,0,1
122,2013-03-19,2013,3,19,ABT,33.515,33.74,33.27,1,7540527,1,30,0.1,0,0,1
123,2013-03-19,2013,3,19,ACN,77.16,77.22,75.81,1,2801666,1,30,0.1,0,0,1
124,2013-03-19,2013,3,19,AMZN,258.4,259.5,252.62,0,3738396,1,30,0.1,0,0,1
125,2013-03-20,2013,3,20,A,42.25,42.785,42.22,1,3240314,1,197,0.18,0,0,1
126,2013-03-20,2013,3,20,AAPL,65.3456,65.3756,64.2271,0,77016849,1,197,0.18,0,0,1
127,2013-03-20,2013,3,20,ABT,33.66,33.82,33.5,1,6666071,1,197,0.18,0,0,1
128,2013-03-20,2013,3,20,ACN,76.34,76.8,76.13,1,2487340,1,197,0.18,0,0,1
129,2013-03-20,2013,3,20,AMZN,258.05,259.76,254.5501,0,2734710,1,197,0.18,0,0,1
130,2013-03-21,2013,3,21,A,42.45,42.76,41.63,1,4409084,1,1217,0.19,0,0,1
131,2013-03-21,2013,3,21,AAPL,64.3171,65.4256,64.2999,0,95493524,1,1217,0.19,0,0,1
132,2013-03-21,2013,3,21,ABT,33.78,33.82,33.32,1,5890138,1,1217,0.19,0,0,1
133,2013-03-21,2013,3,21,ACN,75.83,76.005,74.065,1,3844648,1,1217,0.19,0,0,1
134,2013-03-21,2013,3,21,AMZN,256.11,257.0,252.68,0,2805646,1,1217,0.19,0,0,1
135,2013-03-22,2013,3,22,A,41.79,41.79,40.91,1,5425027,1,167,0.79,0,0,1
136,2013-03-22,2013,3,22,AAPL,64.9399,66.0142,64.7299,0,98570591,1,167,0.79,0,0,1
137,2013-03-22,2013,3,22,ABT,33.5,33.69,33.33,1,5058608,1,167,0.79,0,0,1
138,2013-03-22,2013,3,22,ACN,74.3,74.74,73.33,1,3306172,1,167,0.79,0,0,1
139,2013-03-22,2013,3,22,AMZN,254.55,257.77,252.07,0,3124199,1,167,0.79,0,0,1
140,2013-03-25,2013,3,25,A,41.49,41.653999999999996,40.79,1,2797510,-3,52,0.46,0,0,1
141,2013-03-25,2013,3,25,AAPL,66.3842,67.1356,65.9685,0,125073165,-3,52,0.46,0,0,1
142,2013-03-25,2013,3,25,ABT,33.76,34.08,33.57,1,7022156,-3,52,0.46,0,0,1
143,2013-03-25,2013,3,25,ACN,74.2,74.324,73.225,1,3397367,-3,52,0.46,0,0,1
144,2013-03-25,2013,3,25,AMZN,258.58,259.42900000000003,254.5,0,2513758,-3,52,0.46,0,0,1
145,2013-03-26,2013,3,26,A,41.4,41.82,41.32,1,2513554,1,285,0.08,0,0,1
146,2013-03-26,2013,3,26,AAPL,66.4914,66.5485,65.7899,0,73428208,1,285,0.08,0,0,1
147,2013-03-26,2013,3,26,ABT,33.85,34.35,33.85,1,5855375,1,285,0.08,0,0,1
148,2013-03-26,2013,3,26,ACN,74.0,74.73,73.84,1,2040600,1,285,0.08,0,0,1
149,2013-03-26,2013,3,26,AMZN,257.05,261.48,256.28,0,2420504,1,285,0.08,0,0,1
150,2013-03-27,2013,3,27,A,41.4,42.19,41.21,1,3369968,-1,100,0.0,0,1,0
151,2013-03-27,2013,3,27,AAPL,65.2085,65.2571,64.3899,0,81854409,-1,100,0.0,0,1,0
152,2013-03-27,2013,3,27,ABT,34.13,34.64,34.06,1,8637457,-1,100,0.0,0,1,0
153,2013-03-27,2013,3,27,ACN,74.18,75.04,74.1,1,2482818,-1,100,0.0,0,1,0
154,2013-03-27,2013,3,27,AMZN,258.75,265.93,257.9,0,2874824,-1,100,0.0,0,1,0
155,2013-03-28,2013,3,28,A,42.08,42.08,41.4995,1,2147900,1,540,0.92,0,0,1
156,2013-03-28,2013,3,28,AAPL,64.2599,64.5455,63.0885,0,110698007,1,540,0.92,0,0,1
157,2013-03-28,2013,3,28,ABT,34.6,35.34,34.53,1,11468105,1,540,0.92,0,0,1
158,2013-03-28,2013,3,28,ACN,73.79,76.14,72.42,1,4038807,1,540,0.92,0,0,1
159,2013-03-28,2013,3,28,AMZN,265.82,267.375,264.06,0,2473257,1,540,0.92,0,0,1
160,2013-04-01,2013,4,1,A,41.83,41.9771,40.79,1,2541331,-1,135,-0.68,1,0,0
161,2013-04-01,2013,4,1,AAPL,63.1285,63.3854,61.1057,0,97294421,-1,135,-0.68,1,0,0
162,2013-04-01,2013,4,1,ABT,35.18,35.31,34.95,1,6029815,-1,135,-0.68,1,0,0
163,2013-04-01,2013,4,1,ACN,76.07,76.45,75.55,1,2017406,-1,135,-0.68,1,0,0
164,2013-04-01,2013,4,1,AMZN,266.98,267.4,261.01,0,2524725,-1,135,-0.68,1,0,0
165,2013-04-02,2013,4,2,A,41.12,41.36,40.59,1,2354390,-1,76,0.76,0,0,1
166,2013-04-02,2013,4,2,AAPL,61.0857,62.5914,60.9142,0,132350022,-1,76,0.76,0,0,1
167,2013-04-02,2013,4,2,ABT,35.45,36.15,35.34,1,10957462,-1,76,0.76,0,0,1
168,2013-04-02,2013,4,2,ACN,76.1,76.98,75.91,1,2686667,-1,76,0.76,0,0,1
169,2013-04-02,2013,4,2,AMZN,262.4,265.89,260.55,0,2631038,-1,76,0.76,0,0,1
170,2013-04-03,2013,4,3,A,40.63,40.99,40.32,1,5278950,-5,140,0.66,0,0,1
171,2013-04-03,2013,4,3,AAPL,61.6242,62.4685,61.4728,0,90719482,-5,140,0.66,0,0,1
172,2013-04-03,2013,4,3,ABT,36.13,36.39,35.9,1,10143251,-5,140,0.66,0,0,1
173,2013-04-03,2013,4,3,ACN,76.835,77.0,76.13,1,2986577,-5,140,0.66,0,0,1
174,2013-04-03,2013,4,3,AMZN,262.12,263.67,257.75,0,2413784,-5,140,0.66,0,0,1
175,2013-04-04,2013,4,4,A,40.54,41.47,40.54,1,3918841,1,557,0.74,0,0,1
176,2013-04-04,2013,4,4,AAPL,61.9657,62.1428,60.7499,0,89589332,1,557,0.74,0,0,1
177,2013-04-04,2013,4,4,ABT,36.52,36.89,36.45,1,7712725,1,557,0.74,0,0,1
178,2013-04-04,2013,4,4,ACN,76.86,76.92,76.31,1,1796319,1,557,0.74,0,0,1
179,2013-04-04,2013,4,4,AMZN,259.23,260.41,256.12,0,1964377,1,557,0.74,0,0,1
180,2013-04-05,2013,4,5,A,40.73,41.85,40.67,1,4959134,1,3,0.42,0,0,1
181,2013-04-05,2013,4,5,AAPL,60.6428,60.7071,59.9542,0,95743088,1,3,0.42,0,0,1
182,2013-04-05,2013,4,5,ABT,36.37,36.55,36.19,1,8250136,1,3,0.42,0,0,1
183,2013-04-05,2013,4,5,ACN,75.76,76.36,75.52,1,2077949,1,3,0.42,0,0,1
184,2013-04-05,2013,4,5,AMZN,255.72,256.18,253.67,0,2557357,1,3,0.42,0,0,1
185,2013-04-08,2013,4,8,A,41.44,41.7425,41.17,1,2395400,-1,195,0.35,0,0,1
186,2013-04-08,2013,4,8,AAPL,60.6928,61.0714,60.3557,0,75169647,-1,195,0.35,0,0,1
187,2013-04-08,2013,4,8,ABT,36.31,36.55,35.93,1,5584211,-1,195,0.35,0,0,1
188,2013-04-08,2013,4,8,ACN,76.14,76.62,75.9,1,1950747,-1,195,0.35,0,0,1
189,2013-04-08,2013,4,8,AMZN,255.92,259.67900000000003,255.63,0,2295573,-1,195,0.35,0,0,1
190,2013-04-09,2013,4,9,A,41.73,42.13,41.53,1,1659420,-1,5,0.0,0,1,0
191,2013-04-09,2013,4,9,AAPL,60.9085,61.2142,60.3928,0,76615504,-1,5,0.0,0,1,0
192,2013-04-09,2013,4,9,ABT,36.56,36.75,36.4001,1,5443615,-1,5,0.0,0,1,0
193,2013-04-09,2013,4,9,ACN,76.76,76.95,75.93,1,1975596,-1,5,0.0,0,1,0
194,2013-04-09,2013,4,9,AMZN,258.85,262.61,257.0,0,2156507,-1,5,0.0,0,1,0
195,2013-04-10,2013,4,10,A,41.73,42.37,41.665,1,2169261,1,2490,0.98,0,0,1
196,2013-04-10,2013,4,10,AAPL,61.1571,62.4371,60.8585,0,93895844,1,2490,0.98,0,0,1
197,2013-04-10,2013,4,10,ABT,36.73,37.14,36.66,1,6689111,1,2490,0.98,0,0,1
198,2013-04-10,2013,4,10,ACN,75.56,77.12,75.5,1,3406072,1,2490,0.98,0,0,1
199,2013-04-10,2013,4,10,AMZN,261.78,265.98,259.32,0,2322407,1,2490,0.98,0,0,1
200,2013-04-11,2013,4,11,A,42.35,43.93,42.3301,1,5626492,0,8,0.0,0,1,0
201,2013-04-11,2013,4,11,AAPL,61.9599,62.5699,61.5999,0,82073628,0,8,0.0,0,1,0
202,2013-04-11,2013,4,11,ABT,37.02,37.55,37.0,1,6812186,0,8,0.0,0,1,0
203,2013-04-11,2013,4,11,ACN,76.97,77.94,76.81,1,2533852,0,8,0.0,0,1,0
204,2013-04-11,2013,4,11,AMZN,264.74,270.97,264.74,0,3090466,0,8,0.0,0,1,0
205,2013-04-12,2013,4,12,A,43.54,44.785,43.43,1,6083564,-2,62,0.05,0,0,1
206,2013-04-12,2013,4,12,AAPL,62.0214,62.0214,61.2985,0,59651011,-2,62,0.05,0,0,1
207,2013-04-12,2013,4,12,ABT,37.11,37.25,36.93,1,5373280,-2,62,0.05,0,0,1
208,2013-04-12,2013,4,12,ACN,77.0,77.37,76.17,1,2985208,-2,62,0.05,0,0,1
209,2013-04-12,2013,4,12,AMZN,270.12,273.27,267.02,0,2865875,-2,62,0.05,0,0,1
210,2013-04-15,2013,4,15,A,44.5,44.54,42.945,1,7750724,0,739,-0.75,1,0,0
211,2013-04-15,2013,4,15,AAPL,60.9999,61.1271,59.9357,0,79157071,0,739,-0.75,1,0,0
212,2013-04-15,2013,4,15,ABT,36.84,37.09,36.11,1,8227744,0,739,-0.75,1,0,0
213,2013-04-15,2013,4,15,ACN,76.93,77.06,75.23,1,2930740,0,739,-0.75,1,0,0
214,2013-04-15,2013,4,15,AMZN,271.08,275.12,267.1,0,3325359,0,739,-0.75,1,0,0
215,2013-04-16,2013,4,16,A,43.46,43.75,42.84,1,4505330,-1,642,0.9,0,0,1
216,2013-04-16,2013,4,16,AAPL,60.2242,60.9442,60.0814,0,76222076,-1,642,0.9,0,0,1
217,2013-04-16,2013,4,16,ABT,36.28,36.48,35.9,1,7865968,-1,642,0.9,0,0,1
218,2013-04-16,2013,4,16,ACN,76.0,77.56,75.605,1,3439799,-1,642,0.9,0,0,1
219,2013-04-16,2013,4,16,AMZN,269.31,272.8,268.06,0,2137118,-1,642,0.9,0,0,1
220,2013-04-17,2013,4,17,A,43.08,43.11,41.93,1,4492937,-2,775,0.92,0,0,1
221,2013-04-17,2013,4,17,AAPL,60.0385,60.0857,56.8728,0,236138966,-2,775,0.92,0,0,1
222,2013-04-17,2013,4,17,ABT,36.84,37.48,36.46,1,14361736,-2,775,0.92,0,0,1
223,2013-04-17,2013,4,17,ACN,76.79,77.23,76.42,1,3185116,-2,775,0.92,0,0,1
224,2013-04-17,2013,4,17,AMZN,270.8,270.85,264.25,0,3135091,-2,775,0.92,0,0,1
225,2013-04-18,2013,4,18,A,41.77,42.25,41.4798,1,3976804,0,152,-0.4,1,0,0
226,2013-04-18,2013,4,18,AAPL,57.8557,57.9699,55.6774,0,166438048,0,152,-0.4,1,0,0
227,2013-04-18,2013,4,18,ABT,37.45,37.47,36.61,1,7750406,0,152,-0.4,1,0,0
228,2013-04-18,2013,4,18,ACN,76.99,77.15,75.48,1,3528100,0,152,-0.4,1,0,0
229,2013-04-18,2013,4,18,AMZN,266.81,266.9899,256.6,0,3137451,0,152,-0.4,1,0,0
230,2013-04-19,2013,4,19,A,41.89,42.22,41.65,1,3075803,1,928,0.82,0,0,1
231,2013-04-19,2013,4,19,AAPL,55.4242,57.0857,55.0142,0,152194413,1,928,0.82,0,0,1
232,2013-04-19,2013,4,19,ABT,37.05,37.3,36.91,1,6665943,1,928,0.82,0,0,1
233,2013-04-19,2013,4,19,ACN,75.02,75.39,74.205,1,5587899,1,928,0.82,0,0,1
234,2013-04-19,2013,4,19,AMZN,258.16,262.88,257.5,0,2602470,1,928,0.82,0,0,1
235,2013-04-22,2013,4,22,A,42.03,42.25,41.34,1,2340457,1,32,0.0,0,1,0
236,2013-04-22,2013,4,22,AAPL,56.0914,57.4571,55.8964,0,107338322,1,32,0.0,0,1,0
237,2013-04-22,2013,4,22,ABT,37.0,37.22,36.561,1,5354665,1,32,0.0,0,1,0
238,2013-04-22,2013,4,22,ACN,75.0,75.13,74.19,1,2324161,1,32,0.0,0,1,0
239,2013-04-22,2013,4,22,AMZN,259.35,264.6,258.03,0,2119071,1,32,0.0,0,1,0
240,2013-04-23,2013,4,23,A,42.21,42.8425,42.13,1,3522419,1,90,0.0,0,1,0
241,2013-04-23,2013,4,23,AAPL,57.7128,58.3401,56.9728,0,160760747,1,90,0.0,0,1,0
242,2013-04-23,2013,4,23,ABT,37.11,37.34,36.86,1,5291519,1,90,0.0,0,1,0
243,2013-04-23,2013,4,23,ACN,75.29,77.2,75.01,1,3279067,1,90,0.0,0,1,0
244,2013-04-23,2013,4,23,AMZN,264.5,269.87,264.5,0,2270594,1,90,0.0,0,1,0
245,2013-04-24,2013,4,24,A,42.72,43.035,42.37,1,3020692,1,1051,0.96,0,0,1
246,2013-04-24,2013,4,24,AAPL,56.2199,59.3214,56.0714,0,242387530,1,1051,0.96,0,0,1
247,2013-04-24,2013,4,24,ABT,37.27,37.35,36.39,1,5434101,1,1051,0.96,0,0,1
248,2013-04-24,2013,4,24,ACN,76.43,77.91,76.43,1,3654835,1,1051,0.96,0,0,1
249,2013-04-24,2013,4,24,AMZN,269.5,271.47,266.81,0,1851390,1,1051,0.96,0,0,1
250,2013-04-25,2013,4,25,A,43.05,43.25,42.66,1,2119838,0,330,-0.82,1,0,0
251,2013-04-25,2013,4,25,AAPL,58.7464,59.1342,58.1428,0,95984896,0,330,-0.82,1,0,0
252,2013-04-25,2013,4,25,ABT,36.62,36.82,36.45,1,5324260,0,330,-0.82,1,0,0
253,2013-04-25,2013,4,25,ACN,78.0,79.66,77.88,1,3472781,0,330,-0.82,1,0,0
254,2013-04-25,2013,4,25,AMZN,271.53,275.8,270.5,0,6011863,0,330,-0.82,1,0,0
255,2013-04-26,2013,4,26,A,42.44,42.57,40.69,1,5283798,0,343,0.53,0,0,1
256,2013-04-26,2013,4,26,AAPL,58.5442,59.8241,58.3214,0,191006032,0,343,0.53,0,0,1
257,2013-04-26,2013,4,26,ABT,36.36,36.7,36.25,1,6131987,0,343,0.53,0,0,1
258,2013-04-26,2013,4,26,ACN,78.61,79.38,78.46,1,2683480,0,343,0.53,0,0,1
259,2013-04-26,2013,4,26,AMZN,269.97,272.02,252.81,0,14029220,0,343,0.53,0,0,1
